MasterTrader  Version 0.3.7.6
No,Time,Type,Data,Message
196,12:00:23.3118803,ORMS,Debug,Order sent.,QID:28
197,12:00:23.3587388,ORMS,Debug,Order Mapping received.,QID:28 | OID:28
198,12:00:23.3743722,ORMS,Debug,Order sent.,QID:29
199,12:00:23.7337075,ORMS,Debug,Order Mapping received.,QID:29 | OID:29
200,12:00:23.7492220,ORMS,Debug,Order sent.,QID:30
201,12:00:23.7962152,ORMS,Debug,Order Mapping received.,QID:30 | OID:30
202,12:00:23.8117822,ORMS,Debug,Order sent.,QID:31
203,12:00:23.8587058,ORMS,Debug,Order Mapping received.,QID:31 | OID:31
204,12:00:23.8742105,ORMS,Debug,Order sent.,QID:32
205,12:00:23.9368093,ORMS,Debug,Order Mapping received.,QID:32 | OID:-1
206,12:00:23.9368093,Confirmation Panel,Algo,ERROR : Strategy Rejected. Reason : Account Id not mapped to dealer ,{\colortbl;\red0\green0\blue255;}\cf1\b Strategy Rejected. Reason : Account Id not mapped to dealer \b0
207,12:00:23.9368093,Algo,DEBUG,Strategy Rejected. Reason : Account Id not mapped to dealer,
208,12:00:23.9524359,ORMS,Debug,Order sent.,QID:33
209,12:00:24.0149256,ORMS,Debug,Order Mapping received.,QID:33 | OID:-1
210,12:00:24.0149256,Confirmation Panel,Algo,ERROR : Strategy Rejected. Reason : Account Id not mapped to dealer ,{\colortbl;\red0\green0\blue255;}\cf1\b Strategy Rejected. Reason : Account Id not mapped to dealer \b0
211,12:00:24.0149256,Algo,DEBUG,Strategy Rejected. Reason : Account Id not mapped to dealer,
212,12:00:24.0305590,ORMS,Debug,Order sent.,QID:34
213,12:00:24.0930477,ORMS,Debug,Order Mapping received.,QID:34 | OID:34
214,12:00:24.1086725,Confirmation Panel,SmartMarketWatch,INFO : Side:SELL:Price:619:Slipage:0:Target:0:stoploss:0:Trail SL:0:TrailPT:0 SID:3,{\colortbl;\red0\green190\blue0;}\cf1\b Side:SELL:Price:619:Slipage:0:Target:0:stoploss:0:Trail SL:0:TrailPT:0 \b0 SID:3
215,12:00:24.1086725,Confirmation Panel,Algo,ERROR : RMS:Margin Exceeds,Required:263511.57, Available:97876.00 for entity account-7AXJ38999 across exchange across segment across product  ,{\colortbl;\red0\green0\blue255;}\cf1\b RMS:Margin Exceeds,Required:263511.57, Available:97876.00 for entity account-7AXJ38999 across exchange across segment across product  \b0
216,12:00:24.1086725,Algo,DEBUG,RMS:Margin Exceeds,Required:263511.57, Available:97876.00 for entity account-7AXJ38999 across exchange across segment across product ,
217,12:00:26.1240814,Confirmation Panel,Terminal,NSEFO : NSEFO Order CONFIRMED for SELL IRCTC22JUNFUT 875 @ Rs.619 for Client: 7AXU099-NRML [Ord.No.2300000026038544] [Remarks:AllStrategies] [OID:18 ],{\colortbl;\red255\green0\blue128;}\cf1NSEFO Order \b CONFIRMED \b0 for SELL IRCTC22JUNFUT 875 @ Rs.619 for Client: \b 7AXU099-NRML \b0 [Ord.No.2300000026038544] [Remarks:AllStrategies] [OID:18 ]
218,12:00:26.1240814,Confirmation Panel,Terminal,NSEFO : NSEFO Order CONFIRMED for SELL IRCTC22JUNFUT 875 @ Rs.619 for Client: 7AXU39122-NRML [Ord.No.2300000026038638] [Remarks:AllStrategies] [OID:19 ],{\colortbl;\red255\green0\blue128;}\cf1NSEFO Order \b CONFIRMED \b0 for SELL IRCTC22JUNFUT 875 @ Rs.619 for Client: \b 7AXU39122-NRML \b0 [Ord.No.2300000026038638] [Remarks:AllStrategies] [OID:19 ]
219,12:00:26.1240814,Confirmation Panel,Terminal,NSEFO : NSEFO Order CONFIRMED for SELL IRCTC22JUNFUT 875 @ Rs.619 for Client: 7AXU38835-NRML [Ord.No.2300000026038698] [Remarks:AllStrategies] [OID:20 ],{\colortbl;\red255\green0\blue128;}\cf1NSEFO Order \b CONFIRMED \b0 for SELL IRCTC22JUNFUT 875 @ Rs.619 for Client: \b 7AXU38835-NRML \b0 [Ord.No.2300000026038698] [Remarks:AllStrategies] [OID:20 ]
220,12:00:26.1240814,Confirmation Panel,Terminal,NSEFO : NSEFO Order REJECTED for SELL IRCTC22JUNFUT 875 @ Rs.619 for Client: 7AXU39583-NRML [Ord.No.0] [Remarks:AllStrategies] ErrorCode : 0 [OID:21 ],{\colortbl;\red255\green0\blue128;}\cf1NSEFO Order \b {\colortbl;\red125\green0\blue0;}\cf3 REJECTED {\colortbl;\red255\green0\blue128;}\cf1 \b0 for SELL IRCTC22JUNFUT 875 @ Rs.619 for Client: \b 7AXU39583-NRML \b0 [Ord.No.0] [Remarks:AllStrategies] ErrorCode : 0 [OID:21 ]
221,12:00:26.1240814,Confirmation Panel,Terminal,NSEFO : NSEFO Order REJECTED for SELL IRCTC22JUNFUT 875 @ Rs.619 for Client: 7AXU39117-NRML [Ord.No.0] [Remarks:AllStrategies] ErrorCode : 0 [OID:22 ],{\colortbl;\red255\green0\blue128;}\cf1NSEFO Order \b {\colortbl;\red125\green0\blue0;}\cf3 REJECTED {\colortbl;\red255\green0\blue128;}\cf1 \b0 for SELL IRCTC22JUNFUT 875 @ Rs.619 for Client: \b 7AXU39117-NRML \b0 [Ord.No.0] [Remarks:AllStrategies] ErrorCode : 0 [OID:22 ]
222,12:00:26.1240814,Confirmation Panel,Terminal,NSEFO : NSEFO Order CONFIRMED for SELL IRCTC22JUNFUT 875 @ Rs.619 for Client: 7AXU39229-NRML [Ord.No.2300000026039627] [Remarks:AllStrategies] [OID:23 ],{\colortbl;\red255\green0\blue128;}\cf1NSEFO Order \b CONFIRMED \b0 for SELL IRCTC22JUNFUT 875 @ Rs.619 for Client: \b 7AXU39229-NRML \b0 [Ord.No.2300000026039627] [Remarks:AllStrategies] [OID:23 ]
223,12:00:26.1240814,Confirmation Panel,Terminal,NSEFO : NSEFO Order CONFIRMED for SELL IRCTC22JUNFUT 875 @ Rs.619 for Client: 7AXU39131-NRML [Ord.No.2300000026039717] [Remarks:AllStrategies] [OID:24 ],{\colortbl;\red255\green0\blue128;}\cf1NSEFO Order \b CONFIRMED \b0 for SELL IRCTC22JUNFUT 875 @ Rs.619 for Client: \b 7AXU39131-NRML \b0 [Ord.No.2300000026039717] [Remarks:AllStrategies] [OID:24 ]
224,12:00:26.1240814,Confirmation Panel,Terminal,NSEFO : NSEFO Order REJECTED for SELL IRCTC22JUNFUT 875 @ Rs.619 for Client: 7AXU39390-NRML [Ord.No.0] [Remarks:AllStrategies] ErrorCode : 0 [OID:25 ],{\colortbl;\red255\green0\blue128;}\cf1NSEFO Order \b {\colortbl;\red125\green0\blue0;}\cf3 REJECTED {\colortbl;\red255\green0\blue128;}\cf1 \b0 for SELL IRCTC22JUNFUT 875 @ Rs.619 for Client: \b 7AXU39390-NRML \b0 [Ord.No.0] [Remarks:AllStrategies] ErrorCode : 0 [OID:25 ]
225,12:00:26.1240814,Confirmation Panel,Terminal,NSEFO : NSEFO Order CONFIRMED for SELL IRCTC22JUNFUT 875 @ Rs.619 for Client: 7AXU41080-NRML [Ord.No.2300000026040444] [Remarks:AllStrategies] [OID:26 ],{\colortbl;\red255\green0\blue128;}\cf1NSEFO Order \b CONFIRMED \b0 for SELL IRCTC22JUNFUT 875 @ Rs.619 for Client: \b 7AXU41080-NRML \b0 [Ord.No.2300000026040444] [Remarks:AllStrategies] [OID:26 ]
226,12:00:26.1240814,Confirmation Panel,Terminal,NSEFO : NSEFO Order CONFIRMED for SELL IRCTC22JUNFUT 875 @ Rs.619 for Client: 7AXU39147-NRML [Ord.No.2300000026043047] [Remarks:AllStrategies] [OID:27 ],{\colortbl;\red255\green0\blue128;}\cf1NSEFO Order \b CONFIRMED \b0 for SELL IRCTC22JUNFUT 875 @ Rs.619 for Client: \b 7AXU39147-NRML \b0 [Ord.No.2300000026043047] [Remarks:AllStrategies] [OID:27 ]
227,12:00:26.1396738,Confirmation Panel,Terminal,NSEFO : NSEFO Order CONFIRMED for SELL IRCTC22JUNFUT 875 @ Rs.619 for Client: 7AXU39507-NRML [Ord.No.2300000026043320] [Remarks:AllStrategies] [OID:28 ],{\colortbl;\red255\green0\blue128;}\cf1NSEFO Order \b CONFIRMED \b0 for SELL IRCTC22JUNFUT 875 @ Rs.619 for Client: \b 7AXU39507-NRML \b0 [Ord.No.2300000026043320] [Remarks:AllStrategies] [OID:28 ]
228,12:00:26.1396738,Confirmation Panel,Terminal,NSEFO : NSEFO Order CONFIRMED for SELL IRCTC22JUNFUT 875 @ Rs.619 for Client: 7AXU39234-NRML [Ord.No.2300000026043411] [Remarks:AllStrategies] [OID:29 ],{\colortbl;\red255\green0\blue128;}\cf1NSEFO Order \b CONFIRMED \b0 for SELL IRCTC22JUNFUT 875 @ Rs.619 for Client: \b 7AXU39234-NRML \b0 [Ord.No.2300000026043411] [Remarks:AllStrategies] [OID:29 ]
229,12:00:26.1396738,Confirmation Panel,Terminal,NSEFO : NSEFO Order CONFIRMED for SELL IRCTC22JUNFUT 875 @ Rs.619 for Client: 7AXU42536-NRML [Ord.No.2300000026044301] [Remarks:AllStrategies] [OID:30 ],{\colortbl;\red255\green0\blue128;}\cf1NSEFO Order \b CONFIRMED \b0 for SELL IRCTC22JUNFUT 875 @ Rs.619 for Client: \b 7AXU42536-NRML \b0 [Ord.No.2300000026044301] [Remarks:AllStrategies] [OID:30 ]
230,12:00:26.1396738,Confirmation Panel,Terminal,NSEFO : NSEFO Order CONFIRMED for SELL IRCTC22JUNFUT 875 @ Rs.619 for Client: 7AXJ41087-NRML [Ord.No.2300000026044492] [Remarks:AllStrategies] [OID:31 ],{\colortbl;\red255\green0\blue128;}\cf1NSEFO Order \b CONFIRMED \b0 for SELL IRCTC22JUNFUT 875 @ Rs.619 for Client: \b 7AXJ41087-NRML \b0 [Ord.No.2300000026044492] [Remarks:AllStrategies] [OID:31 ]
231,12:00:26.1396738,Confirmation Panel,Terminal,NSEFO : NSEFO Order REJECTED for SELL IRCTC22JUNFUT 875 @ Rs.619 for Client: 7AXJ38999-NRML [Ord.No.0] [Remarks:AllStrategies] ErrorCode : 0 [OID:34 ],{\colortbl;\red255\green0\blue128;}\cf1NSEFO Order \b {\colortbl;\red125\green0\blue0;}\cf3 REJECTED {\colortbl;\red255\green0\blue128;}\cf1 \b0 for SELL IRCTC22JUNFUT 875 @ Rs.619 for Client: \b 7AXJ38999-NRML \b0 [Ord.No.0] [Remarks:AllStrategies] ErrorCode : 0 [OID:34 ]
232,12:05:39.0464290,Confirmation Panel,SmartMarketWatch,STAUS : Cannot delete running strategy. SID:1,{\colortbl;\red190\green0\blue0;}\cf1\b Cannot delete running strategy. \b0 SID:1
233,12:06:06.1235303,Confirmation Panel,SmartMarketWatch,STAUS : Strategy deleted successfully. SID:1,{\colortbl;\red0\green190\blue0;}\cf1\b Strategy deleted successfully. \b0 SID:1
234,12:09:24.5089959,Confirmation Panel,SmartMarketWatch,INFO :  Manually Squaring  SID:3,{\colortbl;\red0\green0\blue190;}\cf1\b  Manually Squaring  \b0 SID:3
235,12:09:59.5450987,Confirmation Panel,SmartMarketWatch,INFO :  Manually Squaring  SID:3,{\colortbl;\red0\green0\blue190;}\cf1\b  Manually Squaring  \b0 SID:3
236,12:11:11.1387998,Confirmation Panel,SmartMarketWatch,INFO :  Manually Squaring  SID:3,{\colortbl;\red0\green0\blue190;}\cf1\b  Manually Squaring  \b0 SID:3
237,12:11:22.1078190,Confirmation Panel,Terminal,NSEFO : NSEFO Order CANCELLED for SELL IRCTC22JUNFUT 875 @ Rs.619 for Client: 7AXJ41087-NRML [Ord.No.2300000026044492] [Remarks:AllStrategies] [OID:31 ],{\colortbl;\red255\green0\blue128;}\cf1NSEFO Order \b CANCELLED \b0 for SELL IRCTC22JUNFUT 875 @ Rs.619 for Client: \b 7AXJ41087-NRML \b0 [Ord.No.2300000026044492] [Remarks:AllStrategies] [OID:31 ]
238,12:11:26.0917698,Confirmation Panel,Terminal,NSEFO : NSEFO Order CANCELLED for SELL IRCTC22JUNFUT 875 @ Rs.619 for Client: 7AXU39234-NRML [Ord.No.2300000026043411] [Remarks:AllStrategies] [OID:29 ],{\colortbl;\red255\green0\blue128;}\cf1NSEFO Order \b CANCELLED \b0 for SELL IRCTC22JUNFUT 875 @ Rs.619 for Client: \b 7AXU39234-NRML \b0 [Ord.No.2300000026043411] [Remarks:AllStrategies] [OID:29 ]
239,12:11:34.9593046,Confirmation Panel,Terminal,NSEFO : NSEFO Order CANCELLED for SELL IRCTC22JUNFUT 875 @ Rs.619 for Client: 7AXU42536-NRML [Ord.No.2300000026044301] [Remarks:AllStrategies] [OID:30 ],{\colortbl;\red255\green0\blue128;}\cf1NSEFO Order \b CANCELLED \b0 for SELL IRCTC22JUNFUT 875 @ Rs.619 for Client: \b 7AXU42536-NRML \b0 [Ord.No.2300000026044301] [Remarks:AllStrategies] [OID:30 ]
240,12:11:39.2569777,Confirmation Panel,Terminal,NSEFO : NSEFO Order CANCELLED for SELL IRCTC22JUNFUT 875 @ Rs.619 for Client: 7AXU39147-NRML [Ord.No.2300000026043047] [Remarks:AllStrategies] [OID:27 ],{\colortbl;\red255\green0\blue128;}\cf1NSEFO Order \b CANCELLED \b0 for SELL IRCTC22JUNFUT 875 @ Rs.619 for Client: \b 7AXU39147-NRML \b0 [Ord.No.2300000026043047] [Remarks:AllStrategies] [OID:27 ]
241,12:11:43.0427895,Confirmation Panel,Terminal,NSEFO : NSEFO Order CANCELLED for SELL IRCTC22JUNFUT 875 @ Rs.619 for Client: 7AXU39507-NRML [Ord.No.2300000026043320] [Remarks:AllStrategies] [OID:28 ],{\colortbl;\red255\green0\blue128;}\cf1NSEFO Order \b CANCELLED \b0 for SELL IRCTC22JUNFUT 875 @ Rs.619 for Client: \b 7AXU39507-NRML \b0 [Ord.No.2300000026043320] [Remarks:AllStrategies] [OID:28 ]
242,12:11:49.3546231,Confirmation Panel,Terminal,NSEFO : NSEFO Order CANCELLED for SELL IRCTC22JUNFUT 875 @ Rs.619 for Client: 7AXU41080-NRML [Ord.No.2300000026040444] [Remarks:AllStrategies] [OID:26 ],{\colortbl;\red255\green0\blue128;}\cf1NSEFO Order \b CANCELLED \b0 for SELL IRCTC22JUNFUT 875 @ Rs.619 for Client: \b 7AXU41080-NRML \b0 [Ord.No.2300000026040444] [Remarks:AllStrategies] [OID:26 ]
243,12:11:54.6210801,Confirmation Panel,Terminal,NSEFO : NSEFO Order CANCELLED for SELL IRCTC22JUNFUT 875 @ Rs.619 for Client: 7AXU39131-NRML [Ord.No.2300000026039717] [Remarks:AllStrategies] [OID:24 ],{\colortbl;\red255\green0\blue128;}\cf1NSEFO Order \b CANCELLED \b0 for SELL IRCTC22JUNFUT 875 @ Rs.619 for Client: \b 7AXU39131-NRML \b0 [Ord.No.2300000026039717] [Remarks:AllStrategies] [OID:24 ]
244,12:11:58.0426617,Confirmation Panel,Terminal,NSEFO : NSEFO Order CANCELLED for SELL IRCTC22JUNFUT 875 @ Rs.619 for Client: 7AXU39229-NRML [Ord.No.2300000026039627] [Remarks:AllStrategies] [OID:23 ],{\colortbl;\red255\green0\blue128;}\cf1NSEFO Order \b CANCELLED \b0 for SELL IRCTC22JUNFUT 875 @ Rs.619 for Client: \b 7AXU39229-NRML \b0 [Ord.No.2300000026039627] [Remarks:AllStrategies] [OID:23 ]
245,12:12:01.1986286,Confirmation Panel,Terminal,NSEFO : NSEFO Order CANCELLED for SELL IRCTC22JUNFUT 875 @ Rs.619 for Client: 7AXU38835-NRML [Ord.No.2300000026038698] [Remarks:AllStrategies] [OID:20 ],{\colortbl;\red255\green0\blue128;}\cf1NSEFO Order \b CANCELLED \b0 for SELL IRCTC22JUNFUT 875 @ Rs.619 for Client: \b 7AXU38835-NRML \b0 [Ord.No.2300000026038698] [Remarks:AllStrategies] [OID:20 ]
246,12:12:04.7138609,Confirmation Panel,Terminal,NSEFO : NSEFO Order CANCELLED for SELL IRCTC22JUNFUT 875 @ Rs.619 for Client: 7AXU39122-NRML [Ord.No.2300000026038638] [Remarks:AllStrategies] [OID:19 ],{\colortbl;\red255\green0\blue128;}\cf1NSEFO Order \b CANCELLED \b0 for SELL IRCTC22JUNFUT 875 @ Rs.619 for Client: \b 7AXU39122-NRML \b0 [Ord.No.2300000026038638] [Remarks:AllStrategies] [OID:19 ]
247,12:12:08.7148208,Confirmation Panel,Terminal,NSEFO : NSEFO Order CANCELLED for SELL IRCTC22JUNFUT 875 @ Rs.619 for Client: 7AXU099-NRML [Ord.No.2300000026038544] [Remarks:AllStrategies] [OID:18 ],{\colortbl;\red255\green0\blue128;}\cf1NSEFO Order \b CANCELLED \b0 for SELL IRCTC22JUNFUT 875 @ Rs.619 for Client: \b 7AXU099-NRML \b0 [Ord.No.2300000026038544] [Remarks:AllStrategies] [OID:18 ]
248,12:12:59.6669916,Confirmation Panel,SmartMarketWatch,INFO : ClientS.csv Imported. For SID:1 ScriptName:RELIANCE22JUNFUT SID:1,{\colortbl;\red0\green0\blue190;}\cf1\b ClientS.csv Imported. For SID:1 ScriptName:RELIANCE22JUNFUT \b0 SID:1
249,12:19:53.4946238,Confirmation Panel,SmartMarketWatch,INFO : ClientS.csv Imported. For SID:4 ScriptName:JINDALSTEL22JUNFUT SID:4,{\colortbl;\red0\green0\blue190;}\cf1\b ClientS.csv Imported. For SID:4 ScriptName:JINDALSTEL22JUNFUT \b0 SID:4
250,12:43:47.0836852,Confirmation Panel,SmartMarketWatch,ERROR : Cannot remove working strategy! SID:2,{\colortbl;\red180\green0\blue0;}\cf1\b Cannot remove working strategy! \b0 SID:2
251,12:46:14.8253589,Confirmation Panel,SmartMarketWatch,ERROR : Cannot remove working strategy! SID:2,{\colortbl;\red180\green0\blue0;}\cf1\b Cannot remove working strategy! \b0 SID:2
252,13:11:31.3555886,Confirmation Panel,SmartMarketWatch,INFO : ClientS.csv Imported. For SID:5 ScriptName:HDFC22JUNFUT SID:5,{\colortbl;\red0\green0\blue190;}\cf1\b ClientS.csv Imported. For SID:5 ScriptName:HDFC22JUNFUT \b0 SID:5
253,13:12:27.6368478,ORMS,Debug,Order sent.,QID:35
254,13:12:27.6745055,ORMS,Debug,Order Mapping received.,QID:35 | OID:3433
255,13:12:27.6756882,ORMS,Debug,Order sent.,QID:36
256,13:12:27.7209191,ORMS,Debug,Order Mapping received.,QID:36 | OID:3434
257,13:12:27.7209191,ORMS,Debug,Order sent.,QID:37
258,13:12:27.7672267,ORMS,Debug,Order Mapping received.,QID:37 | OID:3435
259,13:12:27.7824020,ORMS,Debug,Order sent.,QID:38
260,13:12:27.8284598,ORMS,Debug,Order Mapping received.,QID:38 | OID:3436
261,13:12:27.8293666,ORMS,Debug,Order sent.,QID:39
262,13:12:27.8749542,ORMS,Debug,Order Mapping received.,QID:39 | OID:3437
263,13:12:27.8896295,ORMS,Debug,Order sent.,QID:40
264,13:12:27.9379816,ORMS,Debug,Order Mapping received.,QID:40 | OID:3438
265,13:12:27.9510958,ORMS,Debug,Order sent.,QID:41
266,13:12:28.1203698,ORMS,Debug,Order Mapping received.,QID:41 | OID:3439
267,13:12:28.1353809,ORMS,Debug,Order sent.,QID:42
268,13:12:28.1824234,ORMS,Debug,Order Mapping received.,QID:42 | OID:3440
269,13:12:28.1977722,ORMS,Debug,Order sent.,QID:43
270,13:12:28.2498307,ORMS,Debug,Order Mapping received.,QID:43 | OID:3441
271,13:12:29.2686630,ORMS,Debug,Order sent.,QID:44
272,13:12:29.3149714,ORMS,Debug,Order Mapping received.,QID:44 | OID:3444
273,13:12:29.3295248,ORMS,Debug,Order sent.,QID:45
274,13:12:29.3723243,ORMS,Debug,Order Mapping received.,QID:45 | OID:3445
275,13:12:29.3753264,ORMS,Debug,Order sent.,QID:46
276,13:12:29.4195230,ORMS,Debug,Order Mapping received.,QID:46 | OID:3446
277,13:12:29.4215092,ORMS,Debug,Order sent.,QID:47
278,13:12:29.4659998,ORMS,Debug,Order Mapping received.,QID:47 | OID:3447
279,13:12:29.4680043,ORMS,Debug,Order sent.,QID:48
280,13:12:29.5134809,ORMS,Debug,Order Mapping received.,QID:48 | OID:3448
281,13:12:29.5144755,ORMS,Debug,Order sent.,QID:49
282,13:12:29.5583250,ORMS,Debug,Order Mapping received.,QID:49 | OID:3449
283,13:12:29.5604063,ORMS,Debug,Order sent.,QID:50
284,13:12:29.6040397,ORMS,Debug,Order Mapping received.,QID:50 | OID:3450
285,13:12:29.6050403,ORMS,Debug,Order sent.,QID:51
286,13:12:29.6509282,ORMS,Debug,Order Mapping received.,QID:51 | OID:3451
287,13:12:29.6662270,Confirmation Panel,SmartMarketWatch,INFO : Side:BUY:Price:2111:Slipage:1:Target:0:stoploss:0:Trail SL:0:TrailPT:0 SID:5,{\colortbl;\red0\green190\blue0;}\cf1\b Side:BUY:Price:2111:Slipage:1:Target:0:stoploss:0:Trail SL:0:TrailPT:0 \b0 SID:5
288,13:12:31.6737875,Confirmation Panel,Terminal,NSEFO : NSEFO Order CONFIRMED for BUY HDFC22JUNFUT 300 @ Rs.2132.1 for Pro: 7AXU099-NRML [Ord.No.20220614003433] [Remarks:AllStrategies] [OID:3433 ],{\colortbl;\red0\green166\blue0;}\cf1NSEFO Order \b CONFIRMED \b0 for BUY HDFC22JUNFUT 300 @ Rs.2132.1 for Pro: \b 7AXU099-NRML \b0 [Ord.No.20220614003433] [Remarks:AllStrategies] [OID:3433 ]
289,13:12:31.6747878,Confirmation Panel,Terminal,NSEFO : NSEFO Order CONFIRMED for BUY HDFC22JUNFUT 300 @ Rs.2132.1 for Pro: 7AXU39122-NRML [Ord.No.20220614003434] [Remarks:AllStrategies] [OID:3434 ],{\colortbl;\red0\green166\blue0;}\cf1NSEFO Order \b CONFIRMED \b0 for BUY HDFC22JUNFUT 300 @ Rs.2132.1 for Pro: \b 7AXU39122-NRML \b0 [Ord.No.20220614003434] [Remarks:AllStrategies] [OID:3434 ]
290,13:12:31.6757867,Confirmation Panel,Terminal,NSEFO : NSEFO Order CONFIRMED for BUY HDFC22JUNFUT 300 @ Rs.2132.1 for Pro: 7AXU38835-NRML [Ord.No.20220614003435] [Remarks:AllStrategies] [OID:3435 ],{\colortbl;\red0\green166\blue0;}\cf1NSEFO Order \b CONFIRMED \b0 for BUY HDFC22JUNFUT 300 @ Rs.2132.1 for Pro: \b 7AXU38835-NRML \b0 [Ord.No.20220614003435] [Remarks:AllStrategies] [OID:3435 ]
291,13:12:31.6767869,Confirmation Panel,Terminal,NSEFO : NSEFO Order CONFIRMED for BUY HDFC22JUNFUT 300 @ Rs.2132.1 for Pro: 7AXU39583-NRML [Ord.No.20220614003436] [Remarks:AllStrategies] [OID:3436 ],{\colortbl;\red0\green166\blue0;}\cf1NSEFO Order \b CONFIRMED \b0 for BUY HDFC22JUNFUT 300 @ Rs.2132.1 for Pro: \b 7AXU39583-NRML \b0 [Ord.No.20220614003436] [Remarks:AllStrategies] [OID:3436 ]
292,13:12:31.6767869,Confirmation Panel,Terminal,NSEFO : NSEFO Order CONFIRMED for BUY HDFC22JUNFUT 300 @ Rs.2132.1 for Pro: 7AXU39117-NRML [Ord.No.20220614003437] [Remarks:AllStrategies] [OID:3437 ],{\colortbl;\red0\green166\blue0;}\cf1NSEFO Order \b CONFIRMED \b0 for BUY HDFC22JUNFUT 300 @ Rs.2132.1 for Pro: \b 7AXU39117-NRML \b0 [Ord.No.20220614003437] [Remarks:AllStrategies] [OID:3437 ]
293,13:12:31.6783798,Confirmation Panel,Terminal,NSEFO : NSEFO Order CONFIRMED for BUY HDFC22JUNFUT 300 @ Rs.2132.1 for Pro: 7AXU39229-NRML [Ord.No.20220614003438] [Remarks:AllStrategies] [OID:3438 ],{\colortbl;\red0\green166\blue0;}\cf1NSEFO Order \b CONFIRMED \b0 for BUY HDFC22JUNFUT 300 @ Rs.2132.1 for Pro: \b 7AXU39229-NRML \b0 [Ord.No.20220614003438] [Remarks:AllStrategies] [OID:3438 ]
294,13:12:31.6793823,Confirmation Panel,Terminal,NSEFO : NSEFO Order CONFIRMED for BUY HDFC22JUNFUT 300 @ Rs.2132.1 for Pro: 7AXU39131-NRML [Ord.No.20220614003439] [Remarks:AllStrategies] [OID:3439 ],{\colortbl;\red0\green166\blue0;}\cf1NSEFO Order \b CONFIRMED \b0 for BUY HDFC22JUNFUT 300 @ Rs.2132.1 for Pro: \b 7AXU39131-NRML \b0 [Ord.No.20220614003439] [Remarks:AllStrategies] [OID:3439 ]
295,13:12:31.6804644,Confirmation Panel,Terminal,NSEFO : NSEFO Order CONFIRMED for BUY HDFC22JUNFUT 300 @ Rs.2132.1 for Pro: 7AXU39390-NRML [Ord.No.20220614003440] [Remarks:AllStrategies] [OID:3440 ],{\colortbl;\red0\green166\blue0;}\cf1NSEFO Order \b CONFIRMED \b0 for BUY HDFC22JUNFUT 300 @ Rs.2132.1 for Pro: \b 7AXU39390-NRML \b0 [Ord.No.20220614003440] [Remarks:AllStrategies] [OID:3440 ]
296,13:12:31.6804644,Confirmation Panel,Terminal,NSEFO : NSEFO Order CONFIRMED for BUY HDFC22JUNFUT 300 @ Rs.2132.1 for Pro: 7AXU41080-NRML [Ord.No.20220614003441] [Remarks:AllStrategies] [OID:3441 ],{\colortbl;\red0\green166\blue0;}\cf1NSEFO Order \b CONFIRMED \b0 for BUY HDFC22JUNFUT 300 @ Rs.2132.1 for Pro: \b 7AXU41080-NRML \b0 [Ord.No.20220614003441] [Remarks:AllStrategies] [OID:3441 ]
297,13:12:31.6814593,Confirmation Panel,Terminal,NSEFO : NSEFO Order CONFIRMED for BUY HDFC22JUNFUT 300 @ Rs.2132.1 for Pro: 7AXU39147-NRML [Ord.No.20220614003444] [Remarks:AllStrategies] [OID:3444 ],{\colortbl;\red0\green166\blue0;}\cf1NSEFO Order \b CONFIRMED \b0 for BUY HDFC22JUNFUT 300 @ Rs.2132.1 for Pro: \b 7AXU39147-NRML \b0 [Ord.No.20220614003444] [Remarks:AllStrategies] [OID:3444 ]
298,13:12:31.6824715,Confirmation Panel,Terminal,NSEFO : NSEFO Order CONFIRMED for BUY HDFC22JUNFUT 300 @ Rs.2132.1 for Pro: 7AXU39507-NRML [Ord.No.20220614003445] [Remarks:AllStrategies] [OID:3445 ],{\colortbl;\red0\green166\blue0;}\cf1NSEFO Order \b CONFIRMED \b0 for BUY HDFC22JUNFUT 300 @ Rs.2132.1 for Pro: \b 7AXU39507-NRML \b0 [Ord.No.20220614003445] [Remarks:AllStrategies] [OID:3445 ]
299,13:12:31.6824715,Confirmation Panel,Terminal,NSEFO : NSEFO Order CONFIRMED for BUY HDFC22JUNFUT 300 @ Rs.2132.1 for Pro: 7AXU39234-NRML [Ord.No.20220614003446] [Remarks:AllStrategies] [OID:3446 ],{\colortbl;\red0\green166\blue0;}\cf1NSEFO Order \b CONFIRMED \b0 for BUY HDFC22JUNFUT 300 @ Rs.2132.1 for Pro: \b 7AXU39234-NRML \b0 [Ord.No.20220614003446] [Remarks:AllStrategies] [OID:3446 ]
300,13:12:31.6833852,Confirmation Panel,Terminal,NSEFO : NSEFO Order CONFIRMED for BUY HDFC22JUNFUT 300 @ Rs.2132.1 for Pro: 7AXU42536-NRML [Ord.No.20220614003447] [Remarks:AllStrategies] [OID:3447 ],{\colortbl;\red0\green166\blue0;}\cf1NSEFO Order \b CONFIRMED \b0 for BUY HDFC22JUNFUT 300 @ Rs.2132.1 for Pro: \b 7AXU42536-NRML \b0 [Ord.No.20220614003447] [Remarks:AllStrategies] [OID:3447 ]
